label	element_name	interpro_id
1025	Large ribosomal subunit protein bL33 superfamily	IPR038584
1026	Large ribosomal subunit protein eL40 superfamily	IPR038587
1027	CheD-like superfamily	IPR038592
1028	SepF-like superfamily	IPR038594
1029	GGGP/HepGP synthase superfamily	IPR038597
1030	MraZ superfamily	IPR038619
1031	Ribosomal protein L24e/L24 superfamily	IPR038630
1032	Csa superfamily	IPR038641
1033	Large ribosomal subunit protein bL19 superfamily	IPR038657
1034	F1F0 ATP synthase subunit C superfamily	IPR038662
1035	Large ribosomal subunit protein P1/P2, N-terminal domain	IPR038716
1036	SNF2-like, N-terminal domain superfamily	IPR038718
1037	Phycobilisome, alpha/beta subunit superfamily	IPR038719
1038	DHH phosphoesterase superfamily	IPR038763
1039	Papain-like cysteine peptidase superfamily	IPR038765
1040	Sodium/solute symporter superfamily	IPR038770
1041	Ferredoxin-NADP reductase (FNR), nucleotide-binding domain	IPR039261
1042	Pyruvate kinase-like domain superfamily	IPR040442
1043	Dihydroxy-acid dehydratase, C-terminal	IPR042096
1044	Aminopeptidase N-like , N-terminal domain superfamliy	IPR042097
1045	Taurine dioxygenase TauD-like superfamily	IPR042098
1046	ANL, N-terminal domain	IPR042099
1047	Signal recognition particle SRP54, N-terminal domain superfamily	IPR042101
1048	RNA polymerase Rpb1, domain 3 superfamily	IPR042102
1049	Serine-tRNA synthetase, type1, N-terminal domain superfamily	IPR042103
1050	Polyketide synthase, dehydratase domain superfamily	IPR042104
1051	Large ribosomal subunit protein bL31 superfamily	IPR042105
1052	NADH-ubiquinone/plastoquinone oxidoreductase chain 6, subunit NuoJ	IPR042106
1053	DNA-directed RNA polymerase, beta subunit, external 1 domain superfamily	IPR042107
1054	Adenylosuccinate synthetase, domain 1	IPR042109
1055	Adenylosuccinate synthetase, domain 2	IPR042110
1056	Adenylosuccinate synthetase, domain 3	IPR042111
1057	Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase, C-terminal, domain 1	IPR042114
1058	QueA, domain 1	IPR042118
1059	QueA, domain 2	IPR042119
1060	MutL, C-terminal domain, dimerisation subdomain	IPR042120
1061	MutL, C-terminal domain, regulatory subdomain	IPR042121
1062	Adenosylhomocysteinase-like superfamily	IPR042172
1063	DNA-binding RecF, domain 2	IPR042174
1064	Pantoate-beta-alanine ligase, C-terminal domain	IPR042176
1065	Serpin superfamily, domain 1	IPR042178
1066	Multifunctional 2-oxoglutarate metabolism enzyme, C-terminal domain superfamily	IPR042179
1067	Serpin superfamily, domain 2	IPR042185
1068	Flagellin, C-terminal domain, subdomain 2	IPR042187
1069	ArgJ beta chain, C-terminal domain	IPR042195
1070	Apoptotic protease-activating factors, helical domain	IPR042197
1071	Formin, FH2 domain superfamily	IPR042201
1072	Leucyl/phenylalanyl-tRNA-protein transferase, C-terminal	IPR042203
1073	Pseudouridine synthase, TruD, catalytic domain	IPR042214
1074	Leucyl/phenylalanyl-tRNA-protein transferase, N-terminal	IPR042221
1075	eRF1, domain 2 superfamily	IPR042226
1076	Recombination protein O, C-terminal	IPR042242
1077	F-actin-capping protein subunit alpha/beta, domain 2	IPR042276
1078	Proto-chlorophyllide reductase, C-terminal	IPR042298
1079	MukB, hinge domain superfamily	IPR042501
1080	Initiation factor 2B-like, C-terminal	IPR042529
1081	Reverse transcriptase/Diguanylate cyclase domain	IPR043128
1082	ATPase, nucleotide binding domain	IPR043129
1083	CDP-alcohol phosphatidyltransferase, transmembrane domain	IPR043130
1084	Branched-chain-amino-acid aminotransferase-like, N-terminal	IPR043131
1085	Branched-chain-amino-acid aminotransferase-like, C-terminal	IPR043132
1086	GTP cyclohydrolase I, C-terminal/NADPH-dependent 7-cyano-7-deazaguanine reductase	IPR043133
1087	GTP cyclohydrolase I, N-terminal domain	IPR043134
1088	B30.2/SPRY domain superfamily	IPR043136
1089	Small ribosomal subunit protein uS14 superfamily	IPR043140
1090	Large ribosomal subunit protein uL10-like domain superfamily	IPR043141
1091	Zinc finger, ZZ-type superfamily	IPR043145
1092	Bromo adjacent homology (BAH) domain superfamily	IPR043151
1093	Wnt, C-terminal domain	IPR043158
1094	Large ribosomal subunit protein uL10-like, insertion domain superfamily	IPR043164
1095	Pseudouridine synthase, TruD, insertion domain superfamily	IPR043165
1096	DegV, C-terminal domain	IPR043168
1097	Macro domain-like	IPR043472
1098	DNA/RNA polymerase superfamily	IPR043502
1099	Peptidase S1, PA clan, chymotrypsin-like fold	IPR043504
1100	Nucleotidyltransferase superfamily	IPR043519
1101	CoA-transferase family III domain 3 superfamily	IPR044855
1102	Malate synthase, C-terminal superfamily	IPR044856
1103	UbiA prenyltransferase superfamily	IPR044878
1104	Ribosomal protein L3, domain 3, archaeal-type superfamily	IPR044892
1105	RNA polymerase Rpb1, clamp domain superfamily	IPR044893
1106	Photosystem II CP43 reaction centre protein superfamily	IPR044900
1107	P-type trefoil domain superfamily	IPR044913
1108	tRNA uridine 5-carboxymethylaminomethyl modification enzyme, C-terminal subdomain superfamily	IPR044920
1109	RGS, subdomain 2	IPR044926
1110	Pilin-like	IPR045584
1111	AMP-binding enzyme, C-terminal domain superfamily	IPR045851
1112	Peptide chain release factor class I superfamily	IPR045853
1113	Nitrite and sulphite reductase 4Fe-4S domain-like superfamily	IPR045854
1114	Snake toxin-like superfamily	IPR045860
1115	CorA, cytoplasmic domain	IPR045861
1116	CorA, transmembrane region	IPR045863
1117	Class II Aminoacyl-tRNA synthetase/Biotinyl protein ligase (BPL) and lipoyl protein ligase (LPL)	IPR045864
1118	ACT-like domain	IPR045865
1119	Lon protease, N-terminal domain superfamily	IPR046336
1120	GAIN domain superfamily	IPR046338
1121	SET domain superfamily	IPR046341
1122	CBS domain superfamily	IPR046342
1123	Aminoacid dehydrogenase-like, N-terminal domain superfamily	IPR046346
1124	Basic-leucine zipper domain superfamily	IPR046347
1125	SIS domain superfamily	IPR046348
1126	C1-like domain superfamily	IPR046349
1127	Cystatin superfamily	IPR046350
1128	Peptidyl-prolyl cis-trans isomerase domain superfamily	IPR046357
1129	Malate synthase, N-terminal and TIM-barrel domains	IPR046363
1130	Acyl-CoA oxidase/dehydrogenase, middle domain superfamily	IPR046373
1131	PA domain superfamily	IPR046450
1132	DNA clamp superfamily	IPR046938
